ID;Hora de início;Hora de conclusão;Email;Nome;Primeiro Grupo;Informar o número do processo analisado.;Qual é o assunto do processo?;Qual é o resultado do recurso do contribuinte ao Carf?;Dar uma nota para a sua compreensão do texto. Se você considera que conseguiu comprender o voto resumido (lide, argumentos, decisão).;Dar uma nota para a sua compreensão do texto. Se você considera que conseguiu comprender o voto resumido (lide, argumentos, decisão).2;Dar uma nota para a coesão do texto, para o encadeamento das frases. Como o resumo exclui frases, se aparentemente as frases mais importantes foram mantidas. Se não parece haver uma lacuna entre a...
973;4/14/21 14:37:47;4/14/21 14:40:14;;;Terceiro grupo;16682900843201004;IRPJ/CSLL;Procedente ou procedente em parte;;5;6
1001;4/14/21 19:27:08;4/14/21 19:29:34;;;Segundo grupo;16682900843201004;NGDT - Normas Gerais de Direito Tributário;Improcedente;;8;8
1017;4/15/21 7:43:51;4/15/21 7:45:00;;;Segundo grupo;16682900843201004;IRPJ/CSLL;Não sei;;2;2
1082;4/15/21 11:21:56;4/15/21 11:26:06;;;Terceiro grupo;16682900843201004;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
1125;4/15/21 12:30:40;4/15/21 12:32:12;;;Terceiro grupo;16682900843201004;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;10
1203;4/16/21 10:38:03;4/16/21 10:40:30;;;Segundo grupo;16682900843201004;NGDT - Normas Gerais de Direito Tributário;Não sei;;3;3
18;3/23/21 16:40:21;3/23/21 16:49:00;;;Primeiro grupo;18471001510200455;Não sei;Não sei;;5;2
133;3/26/21 11:41:55;3/26/21 11:45:31;;;Primeiro grupo;18471001510200456;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;4;3
154;3/29/21 11:09:02;3/29/21 11:09:44;;;Segundo grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;5
190;3/30/21 11:48:48;3/30/21 11:52:41;;;Segundo grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
213;3/30/21 14:59:13;3/30/21 15:07:45;;;Segundo grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;4;2
287;4/3/21 17:34:22;4/3/21 17:42:19;;;Primeiro grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;4;4
364;4/6/21 14:47:27;4/6/21 14:48:42;;;Segundo grupo;18471001510200456;Não sei;Não sei;;4;4
365;4/6/21 14:48:51;4/6/21 14:49:54;;;Segundo grupo;18471001510200456;Não sei;Não sei;;6;6
396;4/9/21 19:45:50;4/9/21 19:52:06;;;Segundo grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
452;4/11/21 14:09:14;4/11/21 14:09:54;;;Segundo grupo;18471001510200456;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;4;4
498;4/11/21 16:25:40;4/11/21 16:26:17;;;Terceiro grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
552;4/12/21 9:21:49;4/12/21 9:25:46;;;Terceiro grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;8
608;4/12/21 11:16:21;4/12/21 11:20:08;;;Segundo grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Não sei;;3;3
747;4/12/21 22:27:01;4/12/21 22:34:19;;;Segundo grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;3
778;4/13/21 10:05:01;4/13/21 10:08:58;;;Primeiro grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Não sei;;7;6
807;4/13/21 11:35:29;4/13/21 11:36:55;;;Segundo grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
894;4/13/21 21:19:37;4/13/21 21:24:38;;;Primeiro grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Não sei;;2;2
913;4/14/21 10:23:36;4/14/21 10:24:43;;;Terceiro grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;5;5
961;4/14/21 11:22:24;4/14/21 11:23:49;;;Terceiro grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Não sei;;9;9
1013;4/14/21 19:51:56;4/14/21 19:54:16;;;Segundo grupo;18471001510200456;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;7
1065;4/15/21 9:51:24;4/15/21 9:53:26;;;Terceiro grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
1066;4/15/21 9:53:29;4/15/21 9:54:47;;;Terceiro grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
1138;4/15/21 12:38:27;4/15/21 12:42:17;;;Terceiro grupo;18471001510200456;Não sei;Não sei;;7;8
1241;4/17/21 16:03:35;4/17/21 16:05:47;;;Segundo grupo;18471001510200456;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;5
